id,title,stage_id,stage_name,stage_semantic_id,category_id,category_name,opportunity,currency_id,probability,assigned_by_name,date_create,date_modify,closedate,source_id,source_name,is_closed,alcance_pau,alcance_pic,dept_cisac
40032,10017286 || Solicitud de Cotización 6000299231 vv. pinch,WON,Closed Won,S,0,Pipeline Principal,4449.50000000,USD,100,Victor Isla R.,2023-01-03T02:40:24+03:00,2023-11-28T01:12:30+03:00,2023-01-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40034,Deal #40034 || 10017295 || RFQ 10201178 SENSOR CPF81E-AA5LAD2,WON,Closed Won,S,0,Pipeline Principal,2744.46000000,USD,55,Jesus Alvarado M.,2023-01-03T18:14:12+03:00,2026-04-23T18:04:58+03:00,2023-01-06T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40036,Deal #40036 ll Válvulas pinch con actuador eléctrico - Minsur San Rafael,LOSE,Closed Lost,F,0,Pipeline Principal,6000.00000000,USD,80,Alexandra Cruz C.,2023-01-03T20:48:39+03:00,2023-06-03T03:17:53+03:00,2023-01-27T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40038,Deal #40038 || 10017289 || LICITACION 3000367662 POSICIONADOR,WON,Closed Won,S,0,Pipeline Principal,3453.75000000,USD,55,Jesus Alvarado M.,2023-01-03T22:21:48+03:00,2024-02-20T18:44:50+03:00,2023-01-13T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40040,Deal #40040 || 10017291 || MMG_RFQ No. 6000089354 ,WON,Closed Won,S,0,Pipeline Principal,6717.41000000,USD,55,Jesus Alvarado M.,2023-01-03T22:28:04+03:00,2023-08-03T04:15:58+03:00,2023-01-11T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40042,Deal #40042 || 10017288 ||  Cotización Transmisor de Presión,LOSE,Closed Lost,F,0,Pipeline Principal,2032.35000000,USD,20,Alexandra Cruz C.,2023-01-03T22:46:19+03:00,2024-03-26T19:11:34+03:00,2024-03-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40044,10017292 || Valvulas Pinch FLOWROX || Cuajone,3,Closed Other,F,0,Pipeline Principal,27573.12000000,USD,20,Martin Jordan C.,2023-01-03T23:13:36+03:00,2023-11-20T07:16:23+03:00,2023-11-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40046,10017290 || Flujómetro para Carbonato de Estroncio 4'' - NEXA CJM ELECTROLISIS,WON,Closed Won,S,0,Pipeline Principal,5569.03000000,USD,55,Katherine Llerena C.,2023-01-03T23:22:37+03:00,2024-02-23T17:45:16+03:00,2023-04-28T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40048,Deal #40048 || 10017306 || INSTRUMENTOS DE STOCK,3,Closed Other,F,0,Pipeline Principal,3000.00000000,USD,55,Alexandra Cruz C.,2023-01-04T01:57:48+03:00,2023-07-03T03:44:39+03:00,2023-04-10T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40050,Deal #40050 || 10017303 || Sensor de Turbidez CUS52D - RFQ 4400487395,WON,Closed Won,S,0,Pipeline Principal,6471.01000000,USD,55,Jesus Alvarado M.,2023-01-04T02:09:27+03:00,2023-10-03T05:01:10+03:00,2023-01-17T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40052,10010125 || OC 4503385355,WON,Closed Won,S,0,Pipeline Principal,22299.12000000,USD,99,Lino Castro V.,2023-01-04T17:22:04+03:00,2023-07-02T03:43:36+03:00,2023-01-03T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40054,10016121 || ING.DETALLE - LAVADOR -ORGÁNICO W2 – PLANTA DE ÓXIDO || PROYECTO N° 162036  || MARCOBRE,WON,Closed Won,S,0,Pipeline Principal,42829.61000000,USD,55,Martin Jordan C.,2023-01-04T18:05:45+03:00,2023-07-30T04:10:08+03:00,2023-07-27T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40056,DEAL MADRE || 10016121 || ING.DETALLE - LAVADOR -ORGÁNICO W2 – PLANTA DE ÓXIDO || PROYECTO N° 162036 || MARCOBRE,WON,Closed Won,S,0,Pipeline Principal,0.00000000,USD,1,Shyla Quiroz C.,2023-01-04T18:17:00+03:00,2026-04-24T00:39:34+03:00,2023-08-01T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40058,Deal #40058 || 10017313 || Analizadores de PH,LOSE,Closed Lost,F,0,Pipeline Principal,1200.00000000,USD,55,Alexandra Cruz C.,2023-01-04T18:37:38+03:00,2023-07-27T02:52:02+03:00,2023-07-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40060,"10017298 || COTIZAR MANGAS VP5"" Y VP6""",5,Closed Lost - Price,F,0,Pipeline Principal,9961.98000000,USD,20,Luis Napan D.,2023-01-04T22:16:39+03:00,2023-09-04T18:25:37+03:00,2023-09-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40062,"Deal #40062 || 10017305 || TERMOCUPLA TIPO K P/HORNOS, LABORATORIO || N°90138396",WON,Closed Won,S,0,Pipeline Principal,408.90000000,USD,55,Sergio Villena M.,2023-01-04T22:28:22+03:00,2023-02-05T03:13:20+03:00,2023-01-25T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40064,10017299 ||Sistema de Gestión de Combustible Toquepala Ilo Cuajone,3,Closed Other,F,0,Pipeline Principal,99999.00000000,USD,20,Lino Castro V.,2023-01-05T01:28:52+03:00,2026-04-30T18:47:53+03:00,2023-02-21T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40066,10017300 ll Servicio de pruebas de operación de Vega T,3,Closed Other,F,0,Pipeline Principal,500.00000000,USD,80,Fredy Huamán R.,2023-01-05T02:05:21+03:00,2023-08-03T04:15:58+03:00,2023-07-26T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
40068,10017309 || Bed Mass Transmitter  || VOLCAN,8,No Response,F,0,Pipeline Principal,5330.87000000,USD,55,Martin Jordan C.,2023-01-05T02:38:53+03:00,2023-08-03T04:15:58+03:00,2023-07-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40070,10017304 || Válvulas || FILTRO CLARIFICADOR N°5 || PLAN DE RECUPERACION Y PREPARACIÓN PROXIMA TEMPORADA HUMEDA || WBS Nº: 6025,3,Closed Other,F,0,Pipeline Principal,42964.79000000,USD,55,Martin Jordan C.,2023-01-05T17:47:15+03:00,2023-09-25T15:17:43+03:00,2023-09-25T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40072,DEAL MADRE || Válvulas || FILTRO CLARIFICADOR N°5 || PLAN DE RECUPERACION Y PREPARACIÓN PROXIMA TEMPORADA HUMEDA || WBS Nº: 6025,3,Closed Other,F,0,Pipeline Principal,0.00000000,USD,20,Martin Jordan C.,2023-01-05T17:49:54+03:00,2023-09-04T07:15:42+03:00,2023-09-03T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40074,10017310 || INSTRUMENTOS DE MEDICION ANALISIS|| ATIPA/ANTAHURAN || BARRICK PIERINA,3,Closed Other,F,0,Pipeline Principal,30150.05000000,USD,55,Martin Jordan C.,2023-01-06T01:13:01+03:00,2023-09-03T04:38:13+03:00,2023-05-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40076,0075-OSRV-23222 ll 10017308 ll Servicio de puesta en marcha y calibración de detectores gas,WON,Closed Won,S,0,Pipeline Principal,1390.00000000,USD,95,Fredy Huamán R.,2023-01-06T16:04:18+03:00,2023-09-02T04:33:47+03:00,2023-01-20T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
40078,"10017311 ll Servicio de transporte, instalación y puesta en marcha de densímetro radiactivo",WON,Closed Won,S,0,Pipeline Principal,9945.00000000,USD,80,Fredy Huamán R.,2023-01-06T17:28:04+03:00,2026-04-23T18:11:09+03:00,2023-06-12T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
40080,Deal #40080 || 10017315 || Transmisor de Presión para Espesador de Moly,WON,Closed Won,S,0,Pipeline Principal,5334.15000000,USD,80,Jesus Alvarado M.,2023-01-06T21:15:10+03:00,2024-06-03T13:51:32+03:00,2023-02-06T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40082,10017327 || Cilindros de 907 Kg - PTAP || M. de Samegua || Moquegua,3,Closed Other,F,0,Pipeline Principal,32000.00000000,USD,1,Roberto Ñaupa C.,2023-01-06T22:18:09+03:00,2023-09-03T04:38:13+03:00,2023-06-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40084,Deal #40084 || 10017354 || Flujometro Ultrasonido para Proyecto Sipage,7,Closed Lost - Technical,F,0,Pipeline Principal,8084.50000000,USD,20,Jesus Alvarado M.,2023-01-07T01:46:53+03:00,2023-12-04T10:13:32+03:00,2023-11-30T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40086,Deal #40086 || 10017316 || COTIZACIÓN RQ 14013,WON,Closed Won,S,0,Pipeline Principal,6181.47000000,USD,80,Sergio Villena M.,2023-01-09T19:08:29+03:00,2026-04-23T19:43:01+03:00,2023-01-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40088,Deal #40088 || 10017337 || Sistema de medición de turbidez CUE22,3,Closed Other,F,0,Pipeline Principal,8639.97000000,USD,20,Shyla Quiroz C.,2023-01-09T19:44:21+03:00,2026-04-23T20:21:54+03:00,2024-10-15T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40090,Deal #40090 || 10017317 || MMG_RFQ No. 6000089461-MSA sensor tipo pastilla,WON,Closed Won,S,0,Pipeline Principal,1611.14000000,USD,80,Jesus Alvarado M.,2023-01-09T20:10:36+03:00,2026-06-17T20:28:09+03:00,2023-02-07T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40092,Sensores y Tx de temperatura,LOSE,Closed Lost,F,0,Pipeline Principal,1000.00000000,USD,55,Alexandra Cruz C.,2023-01-09T20:47:08+03:00,2026-04-24T19:09:19+03:00,2024-01-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40094,Deal #40094 || 10017325 || Solicitud de Cotización No. 6000351423 || Transmisor de presión PMP75,WON,Closed Won,S,0,Pipeline Principal,2831.69000000,USD,80,Sergio Villena M.,2023-01-09T22:20:27+03:00,2026-05-04T23:09:11+03:00,2023-01-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40096,Deal #40096 || 10017322 ||Sistema de medición de pH en celda de flotación,3,Closed Other,F,0,Pipeline Principal,3854.77000000,USD,20,Shyla Quiroz C.,2023-01-09T22:30:50+03:00,2026-04-23T18:19:30+03:00,2023-03-17T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40098,Deal #40098 || 10017321 || RFQ 11018313 POS 280 SENSORGARD MSA,8,No Response,F,0,Pipeline Principal,323.71000000,USD,55,Jesus Alvarado M.,2023-01-09T23:32:24+03:00,2026-06-17T20:28:09+03:00,2023-06-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40100,Deal #40100 || 10017314 || FLUJOMETRO PROMAG,LOSE,Closed Lost,F,0,Pipeline Principal,5000.00000000,USD,55,Alexandra Cruz C.,2023-01-10T02:00:13+03:00,2024-01-02T06:32:30+03:00,2023-09-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40102,10017318 ll Calibracion de medidores de presion y flujo en Exsa Trujillo,3,Closed Other,F,0,Pipeline Principal,4705.00000000,USD,80,Fredy Huamán R.,2023-01-10T06:24:07+03:00,2024-01-05T19:39:00+03:00,2024-01-05T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
40104,DEAL MADRE || Deal #40074 || 10017310 || INSTRUMENTOS DE MEDICION ANALISIS|| ATIPA/ANTAHURAN,WON,Closed Won,S,0,Pipeline Principal,0.00000000,USD,55,Martin Jordan C.,2023-01-10T06:26:37+03:00,2026-04-27T22:54:04+03:00,2023-07-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40106,0077-OSRV-23222 ll 10017320 ll Calibración de 02  detectores de HCN Toxgard - Planta Marañon,WON,Closed Won,S,0,Pipeline Principal,1170.00000000,USD,80,Fredy Huamán R.,2023-01-10T16:39:14+03:00,2026-04-23T19:53:34+03:00,2023-01-30T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
40108,10017653 || Detectores Trigard para cámaras de frío,3,Closed Other,F,0,Pipeline Principal,9510.00000000,USD,55,Alberto Gutierrez G.,2023-01-10T17:24:05+03:00,2026-06-17T20:28:09+03:00,2024-12-16T03:00:00+03:00,,,N,No incluye,No incluye,"Ventas,Servicios"
40110,Deal #40110 || 10017359 || Flujometro Coriolis para Aceite Chancadora de Pebbles METSO,WON,Closed Won,S,0,Pipeline Principal,14874.83000000,USD,20,Jesus Alvarado M.,2023-01-10T18:20:04+03:00,2023-06-29T03:35:04+03:00,2023-06-27T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40112,Deal #40112 || 10017331 || SENSOR DE NIVEL DE RADAR MICROPILOT FMR20,3,Closed Other,F,0,Pipeline Principal,3000.00000000,USD,55,Alexandra Cruz C.,2023-01-10T18:38:26+03:00,2024-01-02T06:32:30+03:00,2023-04-10T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40114,AMPLIACIÓN EXSA,3,Closed Other,F,0,Pipeline Principal,5000.00000000,USD,55,Alexandra Cruz C.,2023-01-10T20:47:30+03:00,2024-03-25T06:15:19+03:00,2024-03-24T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40116,Deal #40116 || 10017336 || SOLPED 11328178 - SENSOR DE NIVEL PLANTA CAL PACCHAC,WON,Closed Won,S,0,Pipeline Principal,2354.08000000,USD,80,Sergio Villena M.,2023-01-10T21:40:00+03:00,2026-04-27T22:54:05+03:00,2023-01-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40120,Equipos de Seguridad para sala de Cloración,8,No Response,F,0,Pipeline Principal,1000.00000000,USD,1,Daniel Casalino S.,2023-01-10T23:32:47+03:00,2024-01-02T06:32:31+03:00,2023-01-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40122,10017324 || Medidor de Nivel tipo Paleta para Cemento,WON,Closed Won,S,0,Pipeline Principal,3596.28000000,USD,55,Katherine Llerena C.,2023-01-11T00:19:07+03:00,2026-04-24T17:38:47+03:00,2023-01-25T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40124,Deal #40124 || 10017328 || Req. 4102815023 - TRANSMISOR DE NIVEL DE RADAR FMR51,WON,Closed Won,S,0,Pipeline Principal,6223.26000000,USD,55,Jesus Alvarado M.,2023-01-11T00:34:17+03:00,2026-04-23T20:17:27+03:00,2023-01-27T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40126,Deal #40126 || 10017572 || Flujómetro de Despacho || 0061-SOPO-22221,8,No Response,F,0,Pipeline Principal,4742.28000000,USD,95,Alberto Gutierrez G.,2023-01-11T01:31:22+03:00,2026-04-24T18:56:24+03:00,2024-12-16T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
40128,Deal #40128 || 10017549 || Medición de Nivel en Pozas de agua,WON,Closed Won,S,0,Pipeline Principal,2471.64000000,USD,55,Sergio Villena M.,2023-01-11T03:44:52+03:00,2026-04-30T22:46:13+03:00,2023-05-05T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40130,10017326 || Cotización Valvulas Corsusa-Romacres,LOSE,Closed Lost,F,0,Pipeline Principal,103347.46000000,USD,55,Luis Napan D.,2023-01-11T17:03:51+03:00,2024-02-02T07:18:03+03:00,2023-05-29T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40132,QT-22310164/PE || 10017343 || VÁLVULAS MANUALES Y ACTUADAS,LOSE,Closed Lost,F,0,Pipeline Principal,37805.79000000,USD,20,Luis Napan D.,2023-01-11T17:05:04+03:00,2024-02-02T07:18:03+03:00,2023-06-08T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40134,10017329 || 50 Varillas Flexibles de Acero para Desatoro y Accesorios,3,Closed Other,F,0,Pipeline Principal,905.00000000,USD,1,Betty Galvez J.,2023-01-11T20:16:46+03:00,2024-02-02T07:18:03+03:00,2023-01-25T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40136,Medición de pH || Flotación,3,Closed Other,F,0,Pipeline Principal,2000.00000000,USD,55,Jesus Alvarado M.,2023-01-11T20:54:10+03:00,2025-07-20T04:06:04+03:00,2025-07-20T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
40138,Deal #40138 || 10017345 || Sensor de Flujo,LOSE,Closed Lost,F,0,Pipeline Principal,5000.00000000,USD,55,Alexandra Cruz C.,2023-01-11T23:06:00+03:00,2024-02-02T07:18:03+03:00,2023-04-18T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40140,NOTA DE PEDIDO 2311815 || 10017330 || 05 Cilindros de 1000 Kg para la PTAR San Jerónimo - SEDACUSCO,5,Closed Lost - Price,F,0,Pipeline Principal,79481.70000000,USD,1,Roberto Ñaupa C.,2023-01-11T23:16:08+03:00,2023-06-26T18:57:41+03:00,2023-06-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40142,"10017332 || Proyecto Mina Justa - Invitación a Cotización - RADAR, SWITCH",WON,Closed Won,S,0,Pipeline Principal,9212.76000000,USD,20,Shyla Quiroz C.,2023-01-12T02:47:27+03:00,2026-04-24T00:39:35+03:00,2023-01-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40144,"Deal #40144 || 10017334 || FLUJOMETRO DE 4"" PARA AGUA CON CIANURO",3,Closed Other,F,0,Pipeline Principal,3409.03000000,USD,80,Alexandra Cruz C.,2023-01-12T18:42:07+03:00,2024-03-02T08:01:17+03:00,2023-02-10T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40146,10017333 || Solución Electrolítica || Solped 6005433285,WON,Closed Won,S,0,Pipeline Principal,1188.12000000,USD,95,Katherine Llerena C.,2023-01-12T18:57:16+03:00,2023-08-20T20:44:03+03:00,2023-01-12T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40148,Deal #40148 || 10017341 || Solicitud de cotización de Sensor de Columna de Agua,WON,Closed Won,S,0,Pipeline Principal,13852.33000000,USD,55,Jesus Alvarado M.,2023-01-12T19:07:31+03:00,2023-09-04T04:36:14+03:00,2023-03-06T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40150,"Deal #40150 || 10017335 || Licencias para Memobase Plus, Software Fieldcare - Planta Concentradora MMG",WON,Closed Won,S,0,Pipeline Principal,11872.02000000,USD,55,Jesus Alvarado M.,2023-01-12T19:25:27+03:00,2023-01-19T02:17:41+03:00,2023-01-18T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40152,Deal #40152 || 10017347 || Radar sin contacto FMR52  con display remoto FHX50,WON,Closed Won,S,0,Pipeline Principal,4473.38000000,USD,55,Alexandra Cruz C.,2023-01-12T22:21:07+03:00,2024-03-02T08:01:17+03:00,2023-02-22T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40154,10017380 || 18 Cilindros de 1000 Kg para Sedacusco,5,Closed Lost - Price,F,0,Pipeline Principal,286134.30000000,USD,1,Roberto Ñaupa C.,2023-01-13T00:35:52+03:00,2023-06-26T18:32:12+03:00,2023-06-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40156,10017339 || Analizadores de humedad en línea de concentrado de Cu,3,Closed Other,F,0,Pipeline Principal,22222.00000000,USD,20,Lino Castro V.,2023-01-13T00:58:22+03:00,2026-05-05T22:06:22+03:00,2023-07-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40158,Deal #40158 || 10017355 || Transmisor de presión hidrostático,6,Closed Lost - Delivery Time,F,0,Pipeline Principal,1470.49000000,USD,80,Alexandra Cruz C.,2023-01-13T01:13:41+03:00,2024-04-02T08:07:26+03:00,2023-01-30T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40160,10017351 || Tubo Detector FMG50,3,Closed Other,F,0,Pipeline Principal,8538.44000000,USD,20,Shyla Quiroz C.,2023-01-13T01:35:41+03:00,2026-04-23T20:21:55+03:00,2023-08-03T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40162,"10017340 || Medidor Mecánico tipo Propella de 6"" Bridado",WON,Closed Won,S,0,Pipeline Principal,2132.79000000,USD,20,Betty Galvez J.,2023-01-13T02:06:43+03:00,2024-04-02T08:07:26+03:00,2023-01-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40164,Deal #40164 || 10017342 || SENSOR RADAR FMR50,LOSE,Closed Lost,F,0,Pipeline Principal,1000.00000000,USD,55,Alexandra Cruz C.,2023-01-13T16:31:27+03:00,2024-04-02T08:07:26+03:00,2023-09-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40166,Deal #40166 || 10017344 || SENSOR RADAR FMR50,3,Closed Other,F,0,Pipeline Principal,2000.00000000,USD,55,Alexandra Cruz C.,2023-01-13T18:22:04+03:00,2024-04-02T08:07:27+03:00,2023-04-10T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40168,Deal #40168 || 10017346 || Buffers P.OFERTA 6005435477,WON,Closed Won,S,0,Pipeline Principal,2721.80000000,USD,95,Katherine Llerena C.,2023-01-13T21:09:28+03:00,2023-02-04T02:24:57+03:00,2023-01-18T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40170,QT-22310572/PE || 10017576 || Actuadores Eléctricos para Cajón de Distribución del Molino de Bolas 3,3,Closed Other,F,0,Pipeline Principal,51737.28000000,USD,25,Victor Isla R.,2023-01-13T23:04:25+03:00,2026-04-30T18:48:44+03:00,2025-03-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40172,Deal Madre || Deal #39014 — 10017307 || ID || Planta de Tratamiento de aguas Acidas DD2 – PLANTA HDS || LA ARENA,8,No Response,F,0,Pipeline Principal,0.00000000,USD,20,Gianella Belleza Z.,2023-01-13T23:35:09+03:00,2026-05-20T19:25:21+03:00,2026-03-24T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40174,"10016471 || Inyector de 1""",WON,Closed Won,S,0,Pipeline Principal,1131.58000000,USD,80,Leonardo Nuñez T.,2023-01-14T00:21:30+03:00,2024-07-02T14:50:30+03:00,2023-01-17T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40176,10017348 ll Servicio de instalacion y puesta en marcha de flujometro ultrasonico ( Petrotal),3,Closed Other,F,0,Pipeline Principal,2400.00000000,USD,95,Fredy Huamán R.,2023-01-14T00:47:07+03:00,2024-05-02T09:09:15+03:00,2024-01-05T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
40178,10017252 || SOLICITUD DE COTIZACION PR80195 - PR91920 - Instrumentos Presión y Nivel DFR,WON,Closed Won,S,0,Pipeline Principal,3068.49000000,USD,55,Lino Castro V.,2023-01-15T07:45:57+03:00,2024-06-02T13:55:29+03:00,2023-01-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40180,Deal #40180 || 10017350 || Sensores de Nivel y Transmisores de Presión para Tanques y Pozos Profundos,3,Closed Other,F,0,Pipeline Principal,23337.44000000,USD,20,Jesus Alvarado M.,2023-01-16T08:17:46+03:00,2023-12-04T10:13:01+03:00,2023-12-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40182,10017349 || Solicitud de Cotización Switch de Nivel FTL51 - RFQ 6005418175,WON,Closed Won,S,0,Pipeline Principal,2768.54000000,USD,95,Katherine Llerena C.,2023-01-16T17:12:22+03:00,2023-02-04T02:24:56+03:00,2023-01-23T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40184,10010125 || OC 4503399656,WON,Closed Won,S,0,Pipeline Principal,1643.60000000,USD,99,Lino Castro V.,2023-01-16T19:34:59+03:00,2024-07-02T14:50:31+03:00,2023-01-16T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40186,10010125 || OC 4503399657,WON,Closed Won,S,0,Pipeline Principal,3287.20000000,USD,99,Lino Castro V.,2023-01-16T19:44:30+03:00,2024-07-02T14:50:31+03:00,2023-01-16T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40188,10017353 || Switch de Presión Alta Alta || Procesadora de Gas Pariñas,3,Closed Other,F,0,Pipeline Principal,1300.00000000,USD,20,Katherine Llerena C.,2023-01-16T20:54:07+03:00,2024-07-02T14:50:31+03:00,2024-04-01T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40190,10017377 || Deal #40190 || Deal Madre #40192 || INSTRUMENTACIÓN,5,Closed Lost - Price,F,0,Pipeline Principal,238558.14000000,USD,80,Alexandra Cruz C.,2023-01-16T22:59:47+03:00,2024-07-02T14:50:31+03:00,2024-06-17T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
40192,Deal Madre #40192 || INSTRUMENTOS Y VALVULAS FAMESA,5,Closed Lost - Price,F,0,Pipeline Principal,20800.00000000,USD,80,Alexandra Cruz C.,2023-01-16T23:42:20+03:00,2024-07-19T00:45:51+03:00,2024-08-30T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
40194,10017368 || Deal #40194 || Deal Madre #40192 || VALVULAS,5,Closed Lost - Price,F,0,Pipeline Principal,144569.12000000,USD,80,Alexandra Cruz C.,2023-01-16T23:47:27+03:00,2025-04-21T23:14:08+03:00,2025-04-21T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
40196,10017356 || Transmisor de temperatura,LOSE,Closed Lost,F,0,Pipeline Principal,596.62000000,USD,55,Alexandra Cruz C.,2023-01-17T01:15:50+03:00,2026-04-23T20:02:59+03:00,2024-08-26T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
40198,10017358 || Soluciones buffer para pH y ORP,3,Closed Other,F,0,Pipeline Principal,446.03000000,USD,20,Shyla Quiroz C.,2023-01-17T04:49:59+03:00,2026-04-23T20:19:19+03:00,2023-05-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40200,Deal #40200 || 10017374 || Radar de Onda guiada,WON,Closed Won,S,0,Pipeline Principal,6476.79000000,USD,55,Sergio Villena M.,2023-01-17T17:07:23+03:00,2026-04-30T22:37:44+03:00,2023-02-12T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40202,0079-SOPO-23221 ll Calibracion de sensores de pH,WON,Closed Won,S,0,Pipeline Principal,54.00000000,USD,0,Alexander Jimenez G.,2023-01-17T18:03:00+03:00,2025-05-07T01:11:25+03:00,2025-05-06T03:00:00+03:00,,,N,No incluye,No incluye,Servicios
40204,Proyecto Bernal - Piura,3,Closed Other,F,0,Pipeline Principal,10000.00000000,USD,20,Leonardo Nuñez T.,2023-01-17T19:47:17+03:00,2023-11-13T16:33:07+03:00,2023-11-13T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Proyectos"
40206,Deal #40206 || 10017366 || Interruptor de Nivel,WON,Closed Won,S,0,Pipeline Principal,1501.88000000,USD,80,Alexandra Cruz C.,2023-01-17T20:25:56+03:00,2026-04-24T19:07:09+03:00,2023-01-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40208,Proyecto Ayacucho,3,Closed Other,F,0,Pipeline Principal,10000.00000000,USD,20,Leonardo Nuñez T.,2023-01-17T22:54:42+03:00,2023-11-09T05:23:45+03:00,2023-11-02T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Proyectos"
40210,10016121 || ING.DETALLE - LAVADOR -ORGÁNICO W2 – PLANTA DE ÓXIDO || PROYECTO N° 162036 || MARCOBRE,3,Closed Other,F,0,Pipeline Principal,52539.20000000,USD,20,Shyla Quiroz C.,2023-01-17T23:35:38+03:00,2026-04-24T00:39:35+03:00,2023-07-30T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
40212,Medición de densidad en planta Moly.,7,Closed Lost - Technical,F,0,Pipeline Principal,22222.00000000,USD,20,Lino Castro V.,2023-01-18T00:17:53+03:00,2023-08-24T05:44:20+03:00,2023-08-23T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
